,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_date,A_text,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_date,B_text,B_network_feature_1,B_network_feature_2,B_network_feature_3,A-B_network_feature_3,A-B_listed_count,A-B_follower_count,cleaned_A_text,A_sentiment_score,A_sentiment,cleaned_B_text,B_sentiment_score,B_sentiment
2874,RT,alloo2022,7,273,0,679,Fri Feb 04 18:39:18 +0000 2022,"RT @AP: The frenzy to “explain” her choice reflects biases and misunderstandings in the United States about Asian American identity. 

The…",1,0.0,0.116,AP,15486090,6839,102745,311274,Fri Jun 26 21:48:52 +0000 2009,The frenzy to “explain” her choice reflects biases and misunderstandings in the United States about Asian American… https://t.co/R4c4Tzm0wB,54,185303.931,0.147,-0.030999999999999986,-102745,-15486083,"['asian', 'biases', 'rt', 'united', 'explain', '”', 'reflects', 'misunderstandings', 'frenzy', 'the…', 'ap', 'choice', 'states', 'american', '“', 'identity']",0.128,Positive,"['asian', 'biases', 'united', 'explain', '”', 'reflects', 'misunderstandings', 'httpstcor4c4tzm0wb', 'frenzy', 'choice', 'states', 'american…', '“']",0.128,Positive
2875,RT,LargandoAmarras,76,659,3,1160,Fri Feb 14 18:30:44 +0000 2020,RT @LetaHong: “The juxtaposition of the two women highlights that underneath the glamorous surface of one of the world’s largest economies…,1,0.0,0.098,LetaHong,39893,6769,850,87599,Wed May 04 13:42:03 +0000 2011,“The juxtaposition of the two women highlights that underneath the glamorous surface of one of the world’s largest… https://t.co/Td08OhgLE6,59,44301.984,0.12,-0.021999999999999992,-847,-39817,"['underneath', '’', 'juxtaposition', 'rt', 'letahong', 'glamorous', 'world', 'two', 'surface', 'women', 'largest', 'one', 'highlights', '“', 'economies…']",0.5106,Positive,"['one', 'httpstcotd08ohgle6', 'highlights', 'largest…', 'underneath', '“', '’', 'juxtaposition', 'surface', 'two', 'glamorous', 'world', 'women']",0.5106,Positive
2876,RT,grasswo1f,15,18,0,568,Fri Nov 11 05:27:47 +0000 2011,"RT @Olympics: Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022

Amazing!…",1,0.0,0.125,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,394,1137546.13,0.162,-0.037000000000000005,-13147,-6564064,"['takes', 'amazing…', '’', 'silver', 'slopestyle', 'ailing', 'rt', 'beijing2022', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'olympics', 'second', 'eileen']",0.5696,Positive,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
2877,RT,ptong2261,341,420,4,29440,Fri Jul 08 06:03:26 +0000 2016,"RT @MrJerryGoode: Do you stand with Eileen Gu?

 No              Yes            Yes
 👇               👇             👇",10,57957.598,0.131,MrJerryGoode,17852,54,37,6465,Wed Jan 18 16:09:05 +0000 2017,"Do you stand with Eileen Gu?

 No              Yes            Yes
 👇               👇             👇",4,11013.446,0.107,0.024000000000000007,-33,-17511,"['yes', '👇', 'rt', 'stand', 'mrjerrygoode', 'gu', 'eileen']",0.4939,Positive,"['yes', '👇', 'stand', 'gu', 'eileen']",0.4939,Positive
2878,RT,tikiya_harsh,15,1373,1,8239,Thu Jul 29 15:25:50 +0000 2021,"RT @LiYuan6: Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The other is a…",5,56834.94,0.133,LiYuan6,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",215,592770.542,0.145,-0.011999999999999983,-947,-38301,"['skier', 'chinese', 'rt', 'medal', 'media', 'beijing', 'gold', 'liyuan6', 'two', 'women', 'gu', 'one', 'a…', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2879,RT,dartgunintel,1016,4997,18,194811,Thu Apr 19 15:54:54 +0000 2012,"RT @realDailyWire: Swiss Skier Beats Eileen Gu, American Competing For Communist China, For Slopestyle Gold https://t.co/vFo04oGfs1 https:/…",1,0.0,0.088,realDailyWire,757865,2609,3220,160364,Sat Oct 31 15:42:25 +0000 2015,"Swiss Skier Beats Eileen Gu, American Competing For Communist China, For Slopestyle Gold https://t.co/vFo04oGfs1 https://t.co/kJyWfJ4T1H",32,61413.691,0.104,-0.016,-3202,-756849,"['realdailywire', 'beats', 'gold', 'httpstcovfo04ogfs1', 'swiss', 'skier', 'american', 'communist', 'china', 'slopestyle', 'https…', 'rt', 'gu', 'competing', 'eileen']",0.0,Neutral,"['beats', 'gold', 'httpstcovfo04ogfs1', 'swiss', 'skier', 'american', 'communist', 'china', 'slopestyle', 'httpstcokjywfj4t1h', 'gu', 'competing', 'eileen']",0.0,Neutral
2880,RT,ugauthier,6295,642,180,15453,Tue May 11 17:26:48 +0000 2010,"RT @LiYuan6: Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The other is a…",1,0.0,0.115,LiYuan6,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",215,592770.542,0.145,-0.029999999999999985,-768,-32021,"['skier', 'chinese', 'rt', 'medal', 'media', 'beijing', 'gold', 'liyuan6', 'two', 'women', 'gu', 'one', 'a…', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2881,RT,ptong2261,341,420,4,29440,Fri Jul 08 06:03:26 +0000 2016,"RT @MarkAmesExiled: Totally not Yellow Peril racist of CNN and other mainstream media to treason-bait Eileen Gu, but keep respectfully quie…",10,57957.598,0.131,MarkAmesExiled,48800,1347,763,48982,Wed May 06 16:17:44 +0000 2009,"Totally not Yellow Peril racist of CNN and other mainstream media to treason-bait Eileen Gu, but keep respectfully… https://t.co/Q0xbfjRBCU",7,8532.319,0.107,0.024000000000000007,-759,-48459,"['yellow', 'rt', 'respectfully', 'markamesexiled', 'media', 'treasonbait', 'peril', 'cnn', 'keep', 'totally', 'quie…', 'gu', 'racist', 'mainstream', 'eileen']",0.7522,Positive,"['yellow', 'media', 'treasonbait', 'peril', 'cnn', 'keep', 'httpstcoq0xbfjrbcu', 'totally', 'gu', 'racist', 'respectfully…', 'mainstream', 'eileen']",0.435,Positive
2882,RT,AleColarizi,2466,1642,157,36770,Fri Jan 21 08:11:15 +0000 2011,"RT @LiYuan6: Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The other is a…",1,0.0,0.115,LiYuan6,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",215,592770.542,0.145,-0.029999999999999985,-791,-35850,"['skier', 'chinese', 'rt', 'medal', 'media', 'beijing', 'gold', 'liyuan6', 'two', 'women', 'gu', 'one', 'a…', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2883,RT,Ymer31214745,250,310,3,7730,Thu May 27 08:01:04 +0000 2021,"RT @LiYuan6: Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The other is a…",1,0.0,0.115,LiYuan6,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",215,592770.542,0.145,-0.029999999999999985,-945,-38066,"['skier', 'chinese', 'rt', 'medal', 'media', 'beijing', 'gold', 'liyuan6', 'two', 'women', 'gu', 'one', 'a…', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2884,RT,ptong2261,341,420,4,29440,Fri Jul 08 06:03:26 +0000 2016,RT @bryanvuongpham: “Go back to your country” I have heard  this being shouted at my Asian community my entire life. Until someone actually…,10,57957.598,0.131,bryanvuongpham,557,1152,4,526,Wed Feb 21 18:14:22 +0000 2018,“Go back to your country” I have heard  this being shouted at my Asian community my entire life. Until someone actu… https://t.co/7N2Ob3zMAe,12,30738.669,0.112,0.019000000000000003,0,-216,"['asian', 'rt', 'heard', 'actually…', '”', 'shouted', 'entire', 'bryanvuongpham', 'life', 'back', 'someone', 'country', 'go', '“', 'community']",0.0,Neutral,"['httpstco7n2ob3zmae', 'asian', 'heard', '”', 'entire', 'shouted', 'life', 'back', 'actu…', 'someone', 'country', 'go', '“', 'community']",0.0,Neutral
2885,Tweet,thetcat40,863,2583,9,34906,Tue Apr 09 03:01:02 +0000 2013,U.S.-born Chinese ski star Eileen Gu wins her second medal of the Beijing Olympics https://t.co/DBMxk2vS2w via @Yahoo,2,0.0,0.0,thetcat40,557,1152,4,526,Wed Feb 21 18:14:22 +0000 2018,“Go back to your country” I have heard  this being shouted at my Asian community my entire life. Until someone actu… https://t.co/7N2Ob3zMAe,2,0.0,0.0,0.0,5,306,"['yahoo', 'beijing', 'via', 'olympics', 'wins', 'chinese', 'httpstcodbmxk2vs2w', 'medal', 'gu', 'star', 'second', 'ski', 'usborn', 'eileen']",0.7783,Positive,"['httpstco7n2ob3zmae', 'asian', 'heard', '”', 'entire', 'shouted', 'life', 'back', 'actu…', 'someone', 'country', 'go', '“', 'community']",0.0,Neutral
2886,RT,vlenuveno,223,4988,1,74461,Sat Sep 07 14:59:12 +0000 2019,"RT @LiYuan6: Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The other is a…",1,0.0,0.115,LiYuan6,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",215,592770.542,0.145,-0.029999999999999985,-947,-38093,"['skier', 'chinese', 'rt', 'medal', 'media', 'beijing', 'gold', 'liyuan6', 'two', 'women', 'gu', 'one', 'a…', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2887,Tweet,ricefarmceo,43,150,0,841,Tue Jan 07 02:04:59 +0000 2020,Top 2 Greatest athletes of all time: Eileen Gu and Emma Raducanu.,3,0.0,0.084,ricefarmceo,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",3,0.0,0.084,0.0,-948,-38273,"['time', 'emma', 'greatest', '2', 'top', 'eileen', 'gu', 'raducanu', 'athletes']",0.7184,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2888,RT,willnam,7,271,0,3524,Fri Apr 03 01:32:24 +0000 2009,"RT @LiYuan6: Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The other is a…",1,0.0,0.115,LiYuan6,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",215,592770.542,0.145,-0.029999999999999985,-948,-38309,"['skier', 'chinese', 'rt', 'medal', 'media', 'beijing', 'gold', 'liyuan6', 'two', 'women', 'gu', 'one', 'a…', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2889,Tweet,DreBronJames,579,521,0,7490,Mon Mar 01 03:36:11 +0000 2010,Eileen gu is American born but chooses to represent communist china? https://t.co/jIHuFB2bNA,2,0.0,0.0,DreBronJames,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",2,0.0,0.0,0.0,-948,-37737,"['chooses', 'china', 'httpstcojihufb2bna', 'communist', 'represent', 'eileen', 'gu', 'american', 'born']",0.0,Neutral,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2890,RT,amine_fiend,23,124,0,2085,Sun Aug 19 18:19:07 +0000 2018,"RT @MaitreyaBhakal: Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaulting…",2,387.349,0.098,MaitreyaBhakal,23145,1003,140,12609,Thu Aug 20 15:19:37 +0000 2009,"Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaul… https://t.co/csVX0vUUfk",70,113382.891,0.114,-0.016,-140,-23122,"['obsession', 'maitreyabhakal', 'western', 'bounds', 'assaulting…', 'mens', 'asian', 'theyre', 'fetishizing', 'murdering', 'rt', 'knows', 'women']",-0.0408,Negative,"['western', 'obsession', 'bounds', 'asian', 'mens', 'theyre', 'fetishizing', 'httpstcocsvx0vuufk', 'assaul…', 'murdering', 'knows', 'women']",-0.0408,Negative
2891,RT,restebanrf1993,422,1236,6,200793,Thu Jan 10 23:27:26 +0000 2013,"RT @Olympics: It’s time for the Fanzone athlete of the Day! 🙌

The most selected athlete of Day 11 is Ailing (Eileen) Gu - she was placed i…",2,2161.84,0.127,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,"It’s time for the Fanzone athlete of the Day! 🙌

The most selected athlete of Day 11 is Ailing (Eileen) Gu - she wa… https://t.co/Kj8ntAvkeG",394,1137546.13,0.162,-0.035,-13141,-6563657,"['time', '’', 'fanzone', '🙌', 'ailing', 'rt', '11', 'day', 'placed', 'i…', 'selected', 'gu', 'olympics', 'athlete', 'eileen']",0.0,Neutral,"['time', '’', 'fanzone', '🙌', 'ailing', '11', 'day', 'wa…', 'httpstcokj8ntavkeg', 'selected', 'gu', 'athlete', 'eileen']",0.0,Neutral
2892,RT,restebanrf1993,422,1236,6,200793,Thu Jan 10 23:27:26 +0000 2013,"RT @Olympics: From the Winter Youth Olympic Games to the Winter Olympics! 

🥇: Mathilde Gremaud
🥈: Ailing (Eileen) Gu
🥉: Kelly Sildaru

Tod…",2,2161.84,0.127,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,"From the Winter Youth Olympic Games to the Winter Olympics! 

🥇: Mathilde Gremaud
🥈: Ailing (Eileen) Gu
🥉: Kelly Si… https://t.co/Po8LB9w6Y1",394,1137546.13,0.162,-0.035,-13141,-6563657,"['gremaud', 'olympic', 'tod…', 'ailing', 'rt', 'games', '🥈', 'winter', 'youth', 'gu', 'kelly', '🥇', 'mathilde', 'olympics', 'sildaru', '🥉', 'eileen']",0.0,Neutral,"['gremaud', 'olympic', 'ailing', 'httpstcopo8lb9w6y1', 'si…', 'games', '🥈', 'winter', 'youth', 'gu', 'kelly', '🥇', 'mathilde', 'olympics', '🥉', 'eileen']",0.0,Neutral
2893,RT,ptong2261,341,420,4,29440,Fri Jul 08 06:03:26 +0000 2016,RT @in_embassy: The third gold! Congratulations to AILING EILEEN GU. https://t.co/QDjutoSN87,10,57957.598,0.131,in_embassy,14370,3352,33,530,Fri Aug 20 08:20:04 +0000 2021,The third gold! Congratulations to AILING EILEEN GU. https://t.co/QDjutoSN87,1,0.0,0.106,0.02500000000000001,-29,-14029,"['congratulations', 'gold', 'inembassy', 'httpstcoqdjutosn87', 'ailing', 'third', 'rt', 'gu', 'eileen']",0.636,Positive,"['congratulations', 'gold', 'httpstcoqdjutosn87', 'ailing', 'third', 'gu', 'eileen']",0.636,Positive
2894,Tweet,Team3len,2708,4055,21,37148,Wed Dec 07 00:24:09 +0000 2016,Eileen Gu claims Olympic silver medal in dramatic slopestyle finish https://t.co/70xnzqzzu7 via @nypost,2,0.0,0.0,Team3len,14370,3352,33,530,Fri Aug 20 08:20:04 +0000 2021,The third gold! Congratulations to AILING EILEEN GU. https://t.co/QDjutoSN87,2,0.0,0.0,0.0,-12,-11662,"['via', 'olympic', 'claims', 'slopestyle', 'silver', 'httpstco70xnzqzzu7', 'medal', 'gu', 'dramatic', 'nypost', 'eileen', 'finish']",0.4767,Positive,"['congratulations', 'gold', 'httpstcoqdjutosn87', 'ailing', 'third', 'gu', 'eileen']",0.636,Positive
2895,RT,hillary_leung,1721,452,28,2282,Wed Aug 30 07:57:53 +0000 2017,"RT @violazhouyi: Eileen Gu is a rare charming, confident female star in China who uses her state-backed platform to encourage girls. But as…",1,0.0,0.093,violazhouyi,11212,1760,226,1623,Thu Nov 22 04:10:07 +0000 2012,"Eileen Gu is a rare charming, confident female star in China who uses her state-backed platform to encourage girls.… https://t.co/hIOSLX2w2j",36,72817.977,0.112,-0.019000000000000003,-198,-9491,"['girls', 'china', 'rt', 'rare', 'violazhouyi', 'charming', 'star', 'platform', 'as…', 'statebacked', 'uses', 'gu', 'female', 'encourage', 'confident', 'eileen']",0.8834,Positive,"['china', 'rare', 'charming', 'star', 'platform', 'statebacked', 'uses', 'gu', 'female', 'httpstcohioslx2w2j', 'girls…', 'encourage', 'confident', 'eileen']",0.8834,Positive
2896,Tweet,AndreasBoos,342,944,8,156555,Mon Feb 07 20:14:50 +0000 2011,"How Eileen Gu's mom helped her turn freeski slopestyle final around and win second medal of Beijing 2022
https://t.co/A7YFkIkEqE",2,0.0,0.0,AndreasBoos,11212,1760,226,1623,Thu Nov 22 04:10:07 +0000 2012,"Eileen Gu is a rare charming, confident female star in China who uses her state-backed platform to encourage girls.… https://t.co/hIOSLX2w2j",2,0.0,0.0,0.0,-218,-10870,"['slopestyle', 'mom', 'medal', '2022', 'beijing', 'httpstcoa7yfkikeqe', 'around', 'final', 'win', 'turn', 'freeski', 'gus', 'helped', 'eileen', 'second']",0.7845,Positive,"['china', 'rare', 'charming', 'star', 'platform', 'statebacked', 'uses', 'gu', 'female', 'httpstcohioslx2w2j', 'girls…', 'encourage', 'confident', 'eileen']",0.8834,Positive
2897,RT,JJ2000426,412,297,10,5467,Sun Jun 27 03:38:48 +0000 2010,RT @MistedTwister: Why is @NBCOlympics profiling Eileen Gu again? She dissed @TeamUSA for China. We all know she did it for cash. She won’t…,2,1.0,0.001,MistedTwister,240,810,9,28417,Wed Sep 01 23:57:48 +0000 2010,Why is @NBCOlympics profiling Eileen Gu again? She dissed @TeamUSA for China. We all know she did it for cash. She… https://t.co/FLMR3qknvx,3,0.0,0.0,0.001,1,172,"['t…', 'mistedtwister', 'china', '’', 'know', 'rt', 'teamusa', 'profiling', 'dissed', 'cash', 'nbcolympics', 'gu', 'eileen']",0.0,Neutral,"['china', 'know', 'teamusa', 'she…', 'httpstcoflmr3qknvx', 'profiling', 'dissed', 'cash', 'nbcolympics', 'gu', 'eileen']",0.0,Neutral
2898,RT,RobertF23004448,372,195,0,70142,Tue May 21 09:58:19 +0000 2013,RT @MaitreyaBhakal: So Eileen Gu won silver. Can't wait for the western propaganda machine to cherry pick the rare comment criticizing her…,1,0.0,0.095,MaitreyaBhakal,23145,1003,140,12609,Thu Aug 20 15:19:37 +0000 2009,So Eileen Gu won silver. Can't wait for the western propaganda machine to cherry pick the rare comment criticizing… https://t.co/7TSwebfcae,70,113382.891,0.114,-0.019000000000000003,-140,-22773,"['machine', 'wait', 'silver', 'her…', 'rt', 'cant', 'criticizing', 'rare', 'cherry', 'pick', 'maitreyabhakal', 'propaganda', 'gu', 'comment', 'western', 'eileen']",0.1189,Positive,"['machine', 'httpstco7tswebfcae', 'wait', 'silver', 'criticizing…', 'cant', 'rare', 'cherry', 'pick', 'propaganda', 'gu', 'comment', 'western', 'eileen']",0.4522,Positive
2899,RT,JJ2000426,412,297,10,5467,Sun Jun 27 03:38:48 +0000 2010,"RT @insidevoa: The mystery surrounding the citizenship of U.S.-born Chinese Olympic team star Eileen Gu deepens, as VOA learns that two #Ol…",2,1.0,0.001,insidevoa,14704,2967,167,15829,Mon Sep 08 12:34:19 +0000 2008,"The mystery surrounding the citizenship of U.S.-born Chinese Olympic team star Eileen Gu deepens, as VOA learns tha… https://t.co/mGRrC0lQa5",3,0.0,0.0,0.001,-157,-14292,"['olympic', 'chinese', 'surrounding', 'mystery', 'rt', 'usborn', 'citizenship', 'learns', 'team', 'insidevoa', 'star', 'two', 'voa', 'gu', 'ol…', 'deepens', 'eileen']",0.0,Neutral,"['tha…', 'citizenship', 'olympic', 'learns', 'chinese', 'surrounding', 'mystery', 'team', 'voa', 'deepens', 'gu', 'star', 'httpstcomgrrc0lqa5', 'usborn', 'eileen']",0.0,Neutral
2900,RT,krislc,46684,3092,852,69418,Mon Apr 02 11:17:21 +0000 2007,"RT @LiYuan6: Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The other is a…",1,0.0,0.115,LiYuan6,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",215,592770.542,0.145,-0.029999999999999985,-96,8368,"['skier', 'chinese', 'rt', 'medal', 'media', 'beijing', 'gold', 'liyuan6', 'two', 'women', 'gu', 'one', 'a…', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2901,Tweet,AndreasBoos,342,944,8,156555,Mon Feb 07 20:14:50 +0000 2011,"Eileen Gu reveals mom helped her turn freeski slopestyle final around and win second medal of Beijing 2022
https://t.co/A7YFkIkEqE",2,0.0,0.0,AndreasBoos,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",2,0.0,0.0,0.0,-940,-37974,"['reveals', 'slopestyle', 'mom', 'medal', '2022', 'beijing', 'httpstcoa7yfkikeqe', 'around', 'final', 'win', 'turn', 'gu', 'freeski', 'helped', 'second', 'eileen']",0.7845,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2902,RT,ptong2261,341,420,4,29440,Fri Jul 08 06:03:26 +0000 2016,"RT @creamybanana02: Eileen Gu alone: 1🥇1🥈0🥉

Great Britain: 0🥇0🥈0🥉",10,57957.598,0.131,creamybanana02,1559,341,11,3166,Fri Jun 18 00:51:16 +0000 2021,"Eileen Gu alone: 1🥇1🥈0🥉

Great Britain: 0🥇0🥈0🥉 https://t.co/cObucqsQdv",6,5073.985,0.113,0.018000000000000002,-7,-1218,"['creamybanana02', 'britain', '1🥇1🥈0🥉', '0🥇0🥈0🥉', 'rt', 'alone', 'gu', 'eileen', 'great']",0.4767,Positive,"['britain', '1🥇1🥈0🥉', '0🥇0🥈0🥉', 'httpstcocobucqsqdv', 'alone', 'gu', 'eileen', 'great']",0.4767,Positive
2903,RT,Phoenixwaken,785,748,2,20968,Fri Oct 22 21:52:20 +0000 2021,"RT @MoMoSaSa22: I do not deny that the events in Guizhou are unacceptable&amp;anti-human.But what does it have to do with Eileen Gu? 

Your big…",2,1997.76,0.106,MoMoSaSa22,1463,456,3,3758,Tue Jun 08 06:50:03 +0000 2021,I do not deny that the events in Guizhou are unacceptable&amp;anti-human.But what does it have to do with Eileen Gu?… https://t.co/i8EFMaDqcH,21,26690.766,0.108,-0.0020000000000000018,-1,-678,"['rt', 'big…', 'guizhou', 'deny', 'momosasa22', 'unacceptableampantihumanbut', 'gu', 'events', 'eileen']",0.2584,Positive,"['httpstcoi8efmadqch', 'guizhou', 'deny', 'unacceptableampantihumanbut', 'gu…', 'events', 'eileen']",0.2584,Positive
2904,RT,RightWingOnly93,5143,5185,0,10988,Mon Oct 11 06:27:13 +0000 2021,RT @RobbieEv1882: The women’s starkly different circumstances — celebrated vs. silenced — reflect that to the Chinese state everyone is a t…,1,0.0,0.0,RobbieEv1882,88,98,2,2138,Tue Feb 25 11:53:23 +0000 2020,The women’s starkly different circumstances — celebrated vs. silenced — reflect that to the Chinese state everyone… https://t.co/fcAPUAQWQE,3,0.0,0.0,0.0,-2,5055,"['vs', 't…', 'state', 'celebrated', '’', 'chinese', 'robbieev1882', '—', 'rt', 'reflect', 'everyone', 'circumstances', 'women', 'silenced', 'different', 'starkly']",0.5719,Positive,"['vs', 'state', 'celebrated', 'starkly', 'everyone…', '’', 'chinese', '—', 'silenced', 'different', 'httpstcofcapuaqwqe', 'reflect', 'circumstances', 'women']",0.5719,Positive
2905,RT,GongHoeng,157,216,1,69262,Fri Jul 24 15:45:01 +0000 2020,"RT @LiYuan6: Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The other is a…",4,1959.407,0.129,LiYuan6,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",215,592770.542,0.145,-0.015999999999999986,-947,-38159,"['skier', 'chinese', 'rt', 'medal', 'media', 'beijing', 'gold', 'liyuan6', 'two', 'women', 'gu', 'one', 'a…', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2906,RT,ptong2261,341,420,4,29440,Fri Jul 08 06:03:26 +0000 2016,RT @dotorii_muk: Asian women being targeted for violence by the lowest levels of society is reflective of the attitudes of society at large…,10,57957.598,0.131,dotorii_muk,4980,756,23,24482,Wed Oct 02 02:43:01 +0000 2013,Asian women being targeted for violence by the lowest levels of society is reflective of the attitudes of society a… https://t.co/324SGUunJS,37,77186.226,0.117,0.013999999999999999,-19,-4639,"['asian', 'rt', 'large…', 'dotoriimuk', 'reflective', 'violence', 'society', 'women', 'attitudes', 'targeted', 'lowest', 'levels']",-0.7717,Negative,"['httpstco324sguunjs', 'targeted', 'society', 'a…', 'lowest', 'reflective', 'attitudes', 'asian', 'violence', 'levels', 'women']",-0.7717,Negative
